	allele
84965	HLAB5101
84966	HLAB5101
84967	HLAB5101
84968	HLAB5101
84969	HLAB5101
84970	HLAB5101
84971	HLAB5101
84972	HLAB5101
84973	HLAB5101
84974	HLAB5101
84975	HLAB5101
84976	HLAB5101
84977	HLAB5101
84978	HLAB5101
84979	HLAB5101
84980	HLAB5101
84981	HLAB5101
84982	HLAB5101
84983	HLAB5101
84984	HLAB5101
84985	HLAB5101
84986	HLAB5101
84987	HLAB5101
84988	HLAB5101
84989	HLAB5101
84990	HLAB5101
84991	HLAB5101
84992	HLAB5101
84993	HLAB5101
84994	HLAB5101
84995	HLAB5101
84996	HLAB5101
84997	HLAB5101
84998	HLAB5101
84999	HLAB5101
85000	HLAB5101
85001	HLAB5101
85002	HLAB5101
85003	HLAB5101
85004	HLAB5101
85005	HLAB5101
85006	HLAB5101
85007	HLAB5101
85008	HLAB5101
85009	HLAB5101
85010	HLAB5101
85011	HLAB5101
85012	HLAB5101
85013	HLAB5101
85014	HLAB5101
85015	HLAB5101
85016	HLAB5101
85017	HLAB5101
85018	HLAB5101
85019	HLAB5101
85020	HLAB5101
85021	HLAB5101
85022	HLAB5101
85023	HLAB5101
85024	HLAB5101
85025	HLAB5101
85026	HLAB5101
85027	HLAB5101
85028	HLAB5101
85029	HLAB5101
85030	HLAB5101
85031	HLAB5101
85032	HLAB5101
85033	HLAB5101
85034	HLAB5101
85035	HLAB5101
85036	HLAB5101
85037	HLAB5101
85038	HLAB5101
85039	HLAB5101
85040	HLAB5101
85041	HLAB5101
85042	HLAB5101
85043	HLAB5101
85044	HLAB5101
85045	HLAB5101
85046	HLAB5101
85047	HLAB5101
85048	HLAB5101
85049	HLAB5101
85050	HLAB5101
85051	HLAB5101
85052	HLAB5101
85053	HLAB5101
85054	HLAB5101
85055	HLAB5101
85056	HLAB5101
85057	HLAB5101
85058	HLAB5101
85059	HLAB5101
85060	HLAB5101
85061	HLAB5101
85062	HLAB5101
85063	HLAB5101
85064	HLAB5101
85065	HLAB5101
85066	HLAB5101
85067	HLAB5101
85068	HLAB5101
85069	HLAB5101
85070	HLAB5101
85071	HLAB5101
85072	HLAB5101
85073	HLAB5101
85074	HLAB5101
85075	HLAB5101
85076	HLAB5101
85077	HLAB5101
85078	HLAB5101
85079	HLAB5101
85080	HLAB5101
85081	HLAB5101
85082	HLAB5101
85083	HLAB5101
85084	HLAB5101
85085	HLAB5101
85086	HLAB5101
85087	HLAB5101
85088	HLAB5101
85089	HLAB5101
85090	HLAB5101
85091	HLAB5101
85092	HLAB5101
85093	HLAB5101
85094	HLAB5101
85095	HLAB5101
85096	HLAB5101
85097	HLAB5101
85098	HLAB5101
85099	HLAB5101
85100	HLAB5101
85101	HLAB5101
85102	HLAB5101
85103	HLAB5101
85104	HLAB5101
85105	HLAB5101
85106	HLAB5101
85107	HLAB5101
85108	HLAB5101
85109	HLAB5101
85110	HLAB5101
85111	HLAB5101
85112	HLAB5101
85113	HLAB5101
85114	HLAB5101
85115	HLAB5101
85116	HLAB5101
85117	HLAB5101
85118	HLAB5101
85119	HLAB5101
85120	HLAB5101
85121	HLAB5101
85122	HLAB5101
85123	HLAB5101
85124	HLAB5101
85125	HLAB5101
85126	HLAB5101
85127	HLAB5101
85128	HLAB5101
85129	HLAB5101
85130	HLAB5101
85131	HLAB5101
85132	HLAB5101
85133	HLAB5101
85134	HLAB5101
85135	HLAB5101
85136	HLAB5101
85137	HLAB5101
85138	HLAB5101
85139	HLAB5101
85140	HLAB5101
85141	HLAB5101
85142	HLAB5101
85143	HLAB5101
85144	HLAB5101
85145	HLAB5101
85146	HLAB5101
85147	HLAB5101
85148	HLAB5101
85149	HLAB5101
85150	HLAB5101
85151	HLAB5101
85152	HLAB5101
85153	HLAB5101
85154	HLAB5101
85155	HLAB5101
85156	HLAB5101
85157	HLAB5101
85158	HLAB5101
85159	HLAB5101
85160	HLAB5101
85161	HLAB5101
85162	HLAB5101
85163	HLAB5101
85164	HLAB5101
85165	HLAB5101
85166	HLAB5101
85167	HLAB5101
85168	HLAB5101
85169	HLAB5101
85170	HLAB5101
85171	HLAB5101
85172	HLAB5101
85173	HLAB5101
85174	HLAB5101
85175	HLAB5101
85176	HLAB5101
85177	HLAB5101
85178	HLAB5101
85179	HLAB5101
85180	HLAB5101
85181	HLAB5101
85182	HLAB5101
85183	HLAB5101
85184	HLAB5101
85185	HLAB5101
85186	HLAB5101
85187	HLAB5101
85188	HLAB5101
85189	HLAB5101
85190	HLAB5101
85191	HLAB5101
85192	HLAB5101
85193	HLAB5101
85194	HLAB5101
85195	HLAB5101
85196	HLAB5101
85197	HLAB5101
85198	HLAB5101
85199	HLAB5101
85200	HLAB5101
85201	HLAB5101
85202	HLAB5101
85203	HLAB5101
85204	HLAB5101
85205	HLAB5101
85206	HLAB5101
85207	HLAB5101
85208	HLAB5101
85209	HLAB5101
85210	HLAB5101
85211	HLAB5101
85212	HLAB5101
85213	HLAB5101
85214	HLAB5101
85215	HLAB5101
85216	HLAB5101
85217	HLAB5101
85218	HLAB5101
85219	HLAB5101
85220	HLAB5101
85221	HLAB5101
85222	HLAB5101
85223	HLAB5101
85224	HLAB5101
85225	HLAB5101
85226	HLAB5101
85227	HLAB5101
85228	HLAB5101
85229	HLAB5101
85230	HLAB5101
85231	HLAB5101
85232	HLAB5101
85233	HLAB5101
85234	HLAB5101
85235	HLAB5101
85236	HLAB5101
85237	HLAB5101
85238	HLAB5101
85239	HLAB5101
85240	HLAB5101
85241	HLAB5101
85242	HLAB5101
85243	HLAB5101
85244	HLAB5101
85245	HLAB5101
85246	HLAB5101
85247	HLAB5101
85248	HLAB5101
85249	HLAB5101
85250	HLAB5101
85251	HLAB5101
85252	HLAB5101
85253	HLAB5101
85254	HLAB5101
85255	HLAB5101
85256	HLAB5101
85257	HLAB5101
85258	HLAB5101
85259	HLAB5101
85260	HLAB5101
85261	HLAB5101
85262	HLAB5101
85263	HLAB5101
85264	HLAB5101
85265	HLAB5101
85266	HLAB5101
85267	HLAB5101
85268	HLAB5101
85269	HLAB5101
85270	HLAB5101
85271	HLAB5101
85272	HLAB5101
85273	HLAB5101
85274	HLAB5101
85275	HLAB5101
85276	HLAB5101
85277	HLAB5101
85278	HLAB5101
85279	HLAB5101
85280	HLAB5101
85281	HLAB5101
85282	HLAB5101
85283	HLAB5101
85284	HLAB5101
85285	HLAB5101
85286	HLAB5101
85287	HLAB5101
85288	HLAB5101
85289	HLAB5101
85290	HLAB5101
85291	HLAB5101
85292	HLAB5101
85293	HLAB5101
85294	HLAB5101
85295	HLAB5101
85296	HLAB5101
85297	HLAB5101
85298	HLAB5101
85299	HLAB5301
85300	HLAB5301
85301	HLAB5301
85302	HLAB5301
85303	HLAB5301
85304	HLAB5301
85305	HLAB5301
85306	HLAB5301
85307	HLAB5301
85308	HLAB5301
85309	HLAB5301
85310	HLAB5301
85311	HLAB5301
85312	HLAB5301
85313	HLAB5301
85314	HLAB5301
85315	HLAB5301
85316	HLAB5301
85317	HLAB5301
85318	HLAB5301
85319	HLAB5301
85320	HLAB5301
85321	HLAB5301
85322	HLAB5301
85323	HLAB5301
85324	HLAB5301
85325	HLAB5301
85326	HLAB5301
85327	HLAB5301
85328	HLAB5301
85329	HLAB5301
85330	HLAB5301
85331	HLAB5301
85332	HLAB5301
85333	HLAB5301
85334	HLAB5301
85335	HLAB5301
85336	HLAB5301
85337	HLAB5301
85338	HLAB5301
85339	HLAB5301
85340	HLAB5301
85341	HLAB5301
85342	HLAB5301
85343	HLAB5301
85344	HLAB5301
85345	HLAB5301
85346	HLAB5301
85347	HLAB5301
85348	HLAB5301
85349	HLAB5301
85350	HLAB5301
85351	HLAB5301
85352	HLAB5301
85353	HLAB5301
85354	HLAB5301
85355	HLAB5301
85356	HLAB5301
85357	HLAB5301
85358	HLAB5301
85359	HLAB5301
85360	HLAB5301
85361	HLAB5301
85362	HLAB5301
85363	HLAB5301
85364	HLAB5301
85365	HLAB5301
85366	HLAB5301
85367	HLAB5301
85368	HLAB5301
85369	HLAB5301
85370	HLAB5301
85371	HLAB5301
85372	HLAB5301
85373	HLAB5301
85374	HLAB5301
85375	HLAB5301
85376	HLAB5301
85377	HLAB5301
85378	HLAB5301
85379	HLAB5301
85380	HLAB5301
85381	HLAB5301
85382	HLAB5301
85383	HLAB5301
85384	HLAB5301
85385	HLAB5301
85386	HLAB5301
85387	HLAB5301
85388	HLAB5301
85389	HLAB5301
85390	HLAB5301
85391	HLAB5301
85392	HLAB5301
85393	HLAB5301
85394	HLAB5301
85395	HLAB5301
85396	HLAB5301
85397	HLAB5301
85398	HLAB5301
85399	HLAB5301
85400	HLAB5301
85401	HLAB5301
85402	HLAB5301
85403	HLAB5301
85404	HLAB5301
85405	HLAB5301
85406	HLAB5301
85407	HLAB5301
85408	HLAB5301
85409	HLAB5301
85410	HLAB5301
85411	HLAB5301
85412	HLAB5301
85413	HLAB5301
85414	HLAB5301
85415	HLAB5301
85416	HLAB5301
85417	HLAB5301
85418	HLAB5301
85419	HLAB5301
85420	HLAB5301
85421	HLAB5301
85422	HLAB5301
85423	HLAB5301
85424	HLAB5301
85425	HLAB5301
85426	HLAB5301
85427	HLAB5301
85428	HLAB5301
85429	HLAB5301
85430	HLAB5301
85431	HLAB5301
85432	HLAB5301
85433	HLAB5301
85434	HLAB5301
85435	HLAB5301
85436	HLAB5301
85437	HLAB5301
85438	HLAB5301
85439	HLAB5301
85440	HLAB5301
85441	HLAB5301
85442	HLAB5301
85443	HLAB5301
85444	HLAB5301
85445	HLAB5301
85446	HLAB5301
85447	HLAB5301
85448	HLAB5301
85449	HLAB5301
85450	HLAB5301
85451	HLAB5301
85452	HLAB5301
85453	HLAB5301
85454	HLAB5301
85455	HLAB5301
85456	HLAB5301
85457	HLAB5301
85458	HLAB5301
85459	HLAB5301
85460	HLAB5301
85461	HLAB5301
85462	HLAB5301
85463	HLAB5301
85464	HLAB5301
85465	HLAB5301
85466	HLAB5301
85467	HLAB5301
85468	HLAB5301
85469	HLAB5301
85470	HLAB5301
85471	HLAB5301
85472	HLAB5301
85473	HLAB5301
85474	HLAB5301
85475	HLAB5301
85476	HLAB5301
85477	HLAB5301
85478	HLAB5301
85479	HLAB5301
85480	HLAB5301
85481	HLAB5301
85482	HLAB5301
85483	HLAB5301
85484	HLAB5301
85485	HLAB5301
85486	HLAB5301
85487	HLAB5301
85488	HLAB5301
85489	HLAB5301
85490	HLAB5301
85491	HLAB5301
85492	HLAB5301
85493	HLAB5301
85494	HLAB5301
85495	HLAB5301
85496	HLAB5301
85497	HLAB5301
85498	HLAB5301
85499	HLAB5301
85500	HLAB5301
85501	HLAB5301
85502	HLAB5301
85503	HLAB5301
85504	HLAB5301
85505	HLAB5301
85506	HLAB5301
85507	HLAB5301
85508	HLAB5301
85509	HLAB5301
85510	HLAB5301
85511	HLAB5301
85512	HLAB5301
85513	HLAB5301
85514	HLAB5301
85515	HLAB5301
85516	HLAB5301
85517	HLAB5301
85518	HLAB5301
85519	HLAB5301
85520	HLAB5301
85521	HLAB5301
85522	HLAB5301
85523	HLAB5301
85524	HLAB5301
85525	HLAB5301
85526	HLAB5301
85527	HLAB5301
85528	HLAB5301
85529	HLAB5301
85530	HLAB5301
85531	HLAB5301
85532	HLAB5301
85533	HLAB5301
85534	HLAB5301
85535	HLAB5301
85536	HLAB5301
85537	HLAB5301
85538	HLAB5301
85539	HLAB5301
85540	HLAB5301
85541	HLAB5301
85542	HLAB5301
85543	HLAB5301
85544	HLAB5301
85545	HLAB5301
85546	HLAB5301
85547	HLAB5301
85548	HLAB5301
85549	HLAB5301
85550	HLAB5301
85551	HLAB5301
85552	HLAB5301
85553	HLAB5301
85554	HLAB5301
85555	HLAB5301
85556	HLAB5301
85557	HLAB5301
85558	HLAB5301
85559	HLAB5301
85560	HLAB5301
85561	HLAB5301
85562	HLAB5301
85563	HLAB5301
85564	HLAB5301
85565	HLAB5301
85566	HLAB5301
85567	HLAB5301
85568	HLAB5301
85569	HLAB5301
85570	HLAB5301
85571	HLAB5301
85572	HLAB5301
85573	HLAB5301
85574	HLAB5301
85575	HLAB5301
85576	HLAB5301
85577	HLAB5301
85578	HLAB5301
85579	HLAB5301
85580	HLAB5301
85581	HLAB5301
85582	HLAB5301
85583	HLAB5301
85584	HLAB5301
85585	HLAB5301
85586	HLAB5301
85587	HLAB5301
85588	HLAB5301
85589	HLAB5301
85590	HLAB5301
85591	HLAB5301
85592	HLAB5301
85593	HLAB5301
85594	HLAB5301
85595	HLAB5301
85596	HLAB5301
85597	HLAB5301
85598	HLAB5301
85599	HLAB5301
85600	HLAB5301
85601	HLAB5301
85602	HLAB5301
85603	HLAB5301
85604	HLAB5301
85605	HLAB5301
85606	HLAB5301
85607	HLAB5301
85608	HLAB5301
85609	HLAB5301
85610	HLAB5301
85611	HLAB5301
85612	HLAB5301
85613	HLAB5301
85614	HLAB5301
85615	HLAB5301
85616	HLAB5301
85617	HLAB5301
85618	HLAB5301
85619	HLAB5301
85620	HLAB5301
85621	HLAB5301
85622	HLAB5301
85623	HLAB5301
85624	HLAB5301
85625	HLAB5301
85626	HLAB5301
85627	HLAB5301
85628	HLAB5301
85629	HLAB5301
85630	HLAB5301
85631	HLAB5301
85632	HLAB5301
85633	HLAB5301
85634	HLAB5301
85635	HLAB5301
85636	HLAB5301
85637	HLAB5301
85638	HLAB5301
85639	HLAB5301
85640	HLAB5301
85641	HLAB5301
85642	HLAB5301
85643	HLAB5301
85644	HLAB5301
85645	HLAB5301
85646	HLAB5301
85647	HLAB5301
85648	HLAB5301
85649	HLAB5301
85650	HLAB5301
85651	HLAB5301
85652	HLAB5301
85653	HLAB5301
85654	HLAB5301
85655	HLAB5301
85656	HLAB5301
85657	HLAB5301
85658	HLAB5301
85659	HLAB5301
85660	HLAB5301
85661	HLAB5301
85662	HLAB5301
85663	HLAB5301
85664	HLAB5301
85665	HLAB5301
85666	HLAB5301
85667	HLAB5301
85668	HLAB5301
85669	HLAB5301
85670	HLAB5301
85671	HLAB5301
85672	HLAB5301
85673	HLAB5301
85674	HLAB5301
85675	HLAB5301
85676	HLAB5301
85677	HLAB5301
85678	HLAB5301
85679	HLAB5301
85680	HLAB5301
85681	HLAB5301
85682	HLAB5301
85683	HLAB5301
85684	HLAB5301
85685	HLAB5301
85686	HLAB5301
85687	HLAB5301
85688	HLAB5301
85689	HLAB5301
85690	HLAB5301
85691	HLAB5301
85692	HLAB5301
85693	HLAB5301
85694	HLAB5301
85695	HLAB5301
85696	HLAB5301
85697	HLAB5301
85698	HLAB5301
85699	HLAB5301
85700	HLAB5301
85701	HLAB5301
85702	HLAB5301
85703	HLAB5301
85704	HLAB5301
85705	HLAB5301
85706	HLAB5301
85707	HLAB5301
85708	HLAB5301
85709	HLAB5301
85710	HLAB5301
85711	HLAB5301
85712	HLAB5301
85713	HLAB5301
85714	HLAB5301
85715	HLAB5301
85716	HLAB5301
85717	HLAB5301
85718	HLAB5301
85719	HLAB5301
85720	HLAB5301
85721	HLAB5301
85722	HLAB5301
85723	HLAB5301
85724	HLAB5301
85725	HLAB5301
85726	HLAB5301
85727	HLAB5301
85728	HLAB5301
85729	HLAB5301
85730	HLAB5301
85731	HLAB5301
85732	HLAB5301
85733	HLAB5301
85734	HLAB5301
85735	HLAB5301
85736	HLAB5301
85737	HLAB5301
85738	HLAB5301
85739	HLAB5301
85740	HLAB5301
85741	HLAB5301
85742	HLAB5301
85743	HLAB5301
85744	HLAB5301
85745	HLAB5301
85746	HLAB5301
85747	HLAB5301
85748	HLAB5301
85749	HLAB5301
85750	HLAB5301
85751	HLAB5301
85752	HLAB5301
85753	HLAB5301
85754	HLAB5301
85755	HLAB5301
85756	HLAB5301
85757	HLAB5301
85758	HLAB5301
85759	HLAB5301
85760	HLAB5301
85761	HLAB5301
85762	HLAB5301
85763	HLAB5301
85764	HLAB5301
85765	HLAB5301
85766	HLAB5301
85767	HLAB5301
85768	HLAB5301
85769	HLAB5301
85770	HLAB5301
85771	HLAB5301
85772	HLAB5301
85773	HLAB5301
85774	HLAB5301
85775	HLAB5301
85776	HLAB5301
85777	HLAB5301
85778	HLAB5301
85779	HLAB5301
85780	HLAB5301
85781	HLAB5301
85782	HLAB5301
85783	HLAB5301
85784	HLAB5301
85785	HLAB5301
85786	HLAB5301
85787	HLAB5301
85788	HLAB5301
85789	HLAB5301
85790	HLAB5301
85791	HLAB5301
85792	HLAB5301
85793	HLAB5301
85794	HLAB5301
85795	HLAB5301
85796	HLAB5301
85797	HLAB5301
85798	HLAB5301
85799	HLAB5301
85800	HLAB5301
85801	HLAB5301
85802	HLAB5301
85803	HLAB5301
85804	HLAB5301
85805	HLAB5301
85806	HLAB5301
85807	HLAB5301
85808	HLAB5301
85809	HLAB5301
85810	HLAB5301
85811	HLAB5301
85812	HLAB5301
85813	HLAB5301
85814	HLAB5301
85815	HLAB5301
85816	HLAB5301
85817	HLAB5301
85818	HLAB5301
85819	HLAB5301
85820	HLAB5301
85821	HLAB5301
85822	HLAB5301
85823	HLAB5301
85824	HLAB5301
85825	HLAB5301
85826	HLAB5301
85827	HLAB5301
85828	HLAB5301
85829	HLAB5301
85830	HLAB5301
85831	HLAB5301
85832	HLAB5301
85833	HLAB5301
85834	HLAB5301
85835	HLAB5301
85836	HLAB5301
85837	HLAB5301
85838	HLAB5301
85839	HLAB5301
85840	HLAB5301
85841	HLAB5301
85842	HLAB5301
85843	HLAB5301
85844	HLAB5301
85845	HLAB5301
85846	HLAB5301
85847	HLAB5301
85848	HLAB5301
85849	HLAB5301
85850	HLAB5301
85851	HLAB5301
85852	HLAB5301
85853	HLAB5301
85854	HLAB5301
85855	HLAB5301
85856	HLAB5301
85857	HLAB5301
85858	HLAB5301
85859	HLAB5301
85860	HLAB5301
85861	HLAB5301
85862	HLAB5301
85863	HLAB5301
85864	HLAB5301
85865	HLAB5301
85866	HLAB5301
85867	HLAB5301
85868	HLAB5301
85869	HLAB5301
85870	HLAB5301
85871	HLAB5301
85872	HLAB5301
85873	HLAB5301
85874	HLAB5301
85875	HLAB5301
85876	HLAB5301
85877	HLAB5301
85878	HLAB5301
85879	HLAB5301
85880	HLAB5301
85881	HLAB5301
85882	HLAB5301
85883	HLAB5301
85884	HLAB5301
85885	HLAB5301
85886	HLAB5301
85887	HLAB5301
85888	HLAB5301
85889	HLAB5301
85890	HLAB5301
85891	HLAB5301
85892	HLAB5301
85893	HLAB5301
85894	HLAB5301
85895	HLAB5301
85896	HLAB5301
85897	HLAB5301
85898	HLAB5301
85899	HLAB5301
85900	HLAB5301
85901	HLAB5301
85902	HLAB5301
85903	HLAB5301
85904	HLAB5301
85905	HLAB5301
85906	HLAB5301
85907	HLAB5301
85908	HLAB5301
85909	HLAB5301
85910	HLAB5301
85911	HLAB5301
85912	HLAB5301
85913	HLAB5301
85914	HLAB5301
85915	HLAB5301
85916	HLAB5301
85917	HLAB5301
85918	HLAB5301
85919	HLAB5401
85920	HLAB5401
85921	HLAB5401
85922	HLAB5401
85923	HLAB5401
85924	HLAB5401
85925	HLAB5401
85926	HLAB5401
85927	HLAB5401
85928	HLAB5401
85929	HLAB5401
85930	HLAB5401
85931	HLAB5401
85932	HLAB5401
85933	HLAB5401
85934	HLAB5401
85935	HLAB5401
85936	HLAB5401
85937	HLAB5401
85938	HLAB5401
85939	HLAB5401
85940	HLAB5401
85941	HLAB5401
85942	HLAB5401
85943	HLAB5401
85944	HLAB5401
85945	HLAB5401
85946	HLAB5401
85947	HLAB5401
85948	HLAB5401
85949	HLAB5401
85950	HLAB5401
85951	HLAB5401
85952	HLAB5401
85953	HLAB5401
85954	HLAB5401
85955	HLAB5401
85956	HLAB5401
85957	HLAB5401
85958	HLAB5401
85959	HLAB5401
85960	HLAB5401
85961	HLAB5401
85962	HLAB5401
85963	HLAB5401
85964	HLAB5401
85965	HLAB5401
85966	HLAB5401
85967	HLAB5401
85968	HLAB5401
85969	HLAB5401
85970	HLAB5401
85971	HLAB5401
85972	HLAB5401
85973	HLAB5401
85974	HLAB5401
85975	HLAB5401
85976	HLAB5401
85977	HLAB5401
85978	HLAB5401
85979	HLAB5401
85980	HLAB5401
85981	HLAB5401
85982	HLAB5401
85983	HLAB5401
85984	HLAB5401
85985	HLAB5401
85986	HLAB5401
85987	HLAB5401
85988	HLAB5401
85989	HLAB5401
85990	HLAB5401
85991	HLAB5401
85992	HLAB5401
85993	HLAB5401
85994	HLAB5401
85995	HLAB5401
85996	HLAB5401
85997	HLAB5401
85998	HLAB5401
85999	HLAB5401
86000	HLAB5401
86001	HLAB5401
86002	HLAB5401
86003	HLAB5401
86004	HLAB5401
86005	HLAB5401
86006	HLAB5401
86007	HLAB5401
86008	HLAB5401
86009	HLAB5401
86010	HLAB5401
86011	HLAB5401
86012	HLAB5401
86013	HLAB5401
86014	HLAB5401
86015	HLAB5401
86016	HLAB5401
86017	HLAB5401
86018	HLAB5401
86019	HLAB5401
86020	HLAB5401
86021	HLAB5401
86022	HLAB5401
86023	HLAB5401
86024	HLAB5401
86025	HLAB5401
86026	HLAB5401
86027	HLAB5401
86028	HLAB5401
86029	HLAB5401
86030	HLAB5401
86031	HLAB5401
86032	HLAB5401
86033	HLAB5401
86034	HLAB5401
86035	HLAB5401
86036	HLAB5401
86037	HLAB5401
86038	HLAB5401
86039	HLAB5401
86040	HLAB5401
86041	HLAB5401
86042	HLAB5401
86043	HLAB5401
86044	HLAB5401
86045	HLAB5401
86046	HLAB5401
86047	HLAB5401
86048	HLAB5401
86049	HLAB5401
86050	HLAB5401
86051	HLAB5401
86052	HLAB5401
86053	HLAB5401
86054	HLAB5401
86055	HLAB5401
86056	HLAB5401
86057	HLAB5401
86058	HLAB5401
86059	HLAB5401
86060	HLAB5401
86061	HLAB5401
86062	HLAB5401
86063	HLAB5401
86064	HLAB5401
86065	HLAB5401
86066	HLAB5401
86067	HLAB5401
86068	HLAB5401
86069	HLAB5401
86070	HLAB5401
86071	HLAB5401
86072	HLAB5401
86073	HLAB5401
86074	HLAB5401
86075	HLAB5401
86076	HLAB5401
86077	HLAB5401
86078	HLAB5401
86079	HLAB5401
86080	HLAB5401
86081	HLAB5401
86082	HLAB5401
86083	HLAB5401
86084	HLAB5401
86085	HLAB5401
86086	HLAB5401
86087	HLAB5401
86088	HLAB5401
86089	HLAB5401
86090	HLAB5401
86091	HLAB5401
86092	HLAB5401
86093	HLAB5401
86094	HLAB5401
86095	HLAB5401
86096	HLAB5401
86097	HLAB5401
86098	HLAB5401
86099	HLAB5401
86100	HLAB5401
86101	HLAB5401
86102	HLAB5401
86103	HLAB5401
86104	HLAB5401
86105	HLAB5401
86106	HLAB5401
86107	HLAB5401
86108	HLAB5401
86109	HLAB5401
86110	HLAB5401
86111	HLAB5401
86112	HLAB5401
86113	HLAB5401
86114	HLAB5401
86115	HLAB5401
86116	HLAB5401
86117	HLAB5401
86118	HLAB5401
86119	HLAB5401
86120	HLAB5401
86121	HLAB5401
86122	HLAB5401
86123	HLAB5401
86124	HLAB5401
86125	HLAB5401
86126	HLAB5401
86127	HLAB5401
86128	HLAB5401
86129	HLAB5401
86130	HLAB5401
86131	HLAB5401
86132	HLAB5401
86133	HLAB5401
86134	HLAB5401
86135	HLAB5401
86136	HLAB5401
86137	HLAB5401
86138	HLAB5401
86139	HLAB5401
86140	HLAB5401
86141	HLAB5401
86142	HLAB5401
86143	HLAB5401
86144	HLAB5401
86145	HLAB5401
86146	HLAB5401
86147	HLAB5401
86148	HLAB5401
86149	HLAB5401
86150	HLAB5401
86151	HLAB5401
86152	HLAB5401
86153	HLAB5401
86154	HLAB5401
86155	HLAB5401
86156	HLAB5401
86157	HLAB5401
86158	HLAB5401
86159	HLAB5401
86160	HLAB5401
86161	HLAB5401
86162	HLAB5401
86163	HLAB5401
86164	HLAB5401
86165	HLAB5401
86166	HLAB5401
86167	HLAB5401
86168	HLAB5401
86169	HLAB5401
86170	HLAB5401
86171	HLAB5401
86172	HLAB5401
86173	HLAB5401
86174	HLAB5401
86175	HLAB5401
86176	HLAB5401
86177	HLAB5401
86178	HLAB5401
86179	HLAB5401
86180	HLAB5401
86181	HLAB5401
86182	HLAB5401
86183	HLAB5401
86184	HLAB5401
86185	HLAB5401
86186	HLAB5401
86187	HLAB5401
86188	HLAB5401
86189	HLAB5401
86190	HLAB5401
86191	HLAB5401
86192	HLAB5401
86193	HLAB5401
86194	HLAB5401
86195	HLAB5401
86196	HLAB5401
86197	HLAB5401
86198	HLAB5401
86199	HLAB5401
86200	HLAB5401
86201	HLAB5401
86202	HLAB5401
86203	HLAB5401
86204	HLAB5401
86205	HLAB5401
86206	HLAB5401
86207	HLAB5401
86208	HLAB5401
86209	HLAB5401
86210	HLAB5401
86211	HLAB5401
86212	HLAB5401
86213	HLAB5401
86214	HLAB5401
86215	HLAB5401
86216	HLAB5401
86217	HLAB5401
86218	HLAB5401
86219	HLAB5401
86220	HLAB5401
86221	HLAB5401
86222	HLAB5401
86223	HLAB5401
86224	HLAB5401
86225	HLAB5401
86226	HLAB5401
86227	HLAB5401
86228	HLAB5401
86229	HLAB5401
86230	HLAB5401
86231	HLAB5401
86232	HLAB5401
86233	HLAB5401
86234	HLAB5401
86235	HLAB5401
86236	HLAB5401
86237	HLAB5401
86238	HLAB5401
86239	HLAB5401
86240	HLAB5401
86241	HLAB5401
86242	HLAB5401
86243	HLAB5401
86244	HLAB5401
86245	HLAB5401
86246	HLAB5401
86247	HLAB5401
86248	HLAB5401
86249	HLAB5401
86250	HLAB5401
86251	HLAB5401
86252	HLAB5401
86253	HLAB5401
86254	HLAB5401
86255	HLAB5401
86256	HLAB5401
86257	HLAB5401
86258	HLAB5401
86259	HLAB5401
86260	HLAB5401
86261	HLAB5401
86262	HLAB5401
86263	HLAB5401
86264	HLAB5401
86265	HLAB5401
86266	HLAB5401
86267	HLAB5401
86268	HLAB5401
86269	HLAB5401
86270	HLAB5401
86271	HLAB5401
86272	HLAB5401
86273	HLAB5401
86274	HLAB5401
86275	HLAB5401
86276	HLAB5401
86277	HLAB5401
86278	HLAB5401
86279	HLAB5401
86280	HLAB5401
86281	HLAB5401
86282	HLAB5401
86283	HLAB5401
86284	HLAB5401
86285	HLAB5401
86286	HLAB5401
86287	HLAB5401
86288	HLAB5401
86289	HLAB5401
86290	HLAB5401
86291	HLAB5401
86292	HLAB5401
86293	HLAB5401
86294	HLAB5401
86295	HLAB5401
86296	HLAB5401
86297	HLAB5401
86298	HLAB5401
86299	HLAB5401
86300	HLAB5401
86301	HLAB5401
86302	HLAB5401
86303	HLAB5401
86304	HLAB5401
86305	HLAB5401
86306	HLAB5401
86307	HLAB5401
86308	HLAB5401
86309	HLAB5401
86310	HLAB5401
86311	HLAB5401
86312	HLAB5401
86313	HLAB5401
86314	HLAB5401
86315	HLAB5401
86316	HLAB5401
86317	HLAB5401
86318	HLAB5401
86319	HLAB5401
86320	HLAB5401
86321	HLAB5401
86322	HLAB5401
86323	HLAB5401
86324	HLAB5401
86325	HLAB5401
86326	HLAB5401
86327	HLAB5401
86328	HLAB5401
86329	HLAB5401
86330	HLAB5401
86331	HLAB5401
86332	HLAB5401
86333	HLAB5401
86334	HLAB5401
86335	HLAB5401
86336	HLAB5401
86337	HLAB5401
86338	HLAB5401
86339	HLAB5401
86340	HLAB5401
86341	HLAB5401
86342	HLAB5401
86343	HLAB5401
86344	HLAB5401
86345	HLAB5401
86346	HLAB5401
86347	HLAB5401
86348	HLAB5401
86349	HLAB5401
86350	HLAB5401
86351	HLAB5401
86352	HLAB5401
86353	HLAB5401
86354	HLAB5401
86355	HLAB5401
86356	HLAB5401
86357	HLAB5401
86358	HLAB5401
86359	HLAB5401
86360	HLAB5401
86361	HLAB5401
86362	HLAB5401
86363	HLAB5401
